ID,Organism,type
422,"gi|1572540187|emb|VDD89160.1| RuBisCO long chain, Form II/III [uncultured bacterium]",Dojkabacteria,II/III
423,"gi|1572540223|emb|VDD89185.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
424,"gi|1572540251|emb|VDD89211.1| RuBisCO long chain, Form unknown [uncultured archaeon]",Micrarchaeota,unknown
425,"gi|1572540197|emb|VDD89167.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
426,"gi|1572539444|emb|VDD88763.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
427,"gi|1572540179|emb|VDD89156.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
428,gi|490137203|ref|WP_004037562.1| ribulose bisphosphate carboxylase large chain [Methanofollis liminatans] >gi|395441601|gb|EJG06358.1| ribulose bisphosphate carboxylase large chain [Methanofollis liminatans DSM 4140],reference,IIIa
429,"gi|1572540051|emb|VDD89063.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Gottesmanbacteria,IIIc
430,"gi|1572540013|emb|VDD89035.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
431,"gi|1572539526|emb|VDD88824.1| RuBisCO long chain, Form III-b [uncultured archaeon]",unknown,IIIb
432,"gi|1572540087|emb|VDD89092.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
433,"gi|1572539348|emb|VDD88677.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
434,"gi|1572540189|emb|VDD89161.1| RuBisCO long chain, Form unknown [uncultured archaeon]",Micrarchaeota,unknown
435,"gi|1572539642|emb|VDD88907.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
436,"gi|1572539424|emb|VDD88749.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
437,"gi|1572540107|emb|VDD89105.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Gottesmanbacteria,IIIc
438,"gi|1572539576|emb|VDD88867.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Aenigmarchaeota,IIIb
439,"gi|1572540155|emb|VDD89138.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
440,"gi|1572540221|emb|VDD89183.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
441,"gi|1572539933|emb|VDD88970.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
442,"gi|1572540081|emb|VDD89089.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Falkowbacteria,IIIc
443,gi|655866672|ref|WP_028963129.1| form I ribulose bisphosphate carboxylase large subunit [Sulfobacillus thermosulfidooxidans],reference,I
444,"gi|1572540017|emb|VDD89037.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
445,"gi|1572539951|emb|VDD88983.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
446,"gi|1572540153|emb|VDD89131.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
447,"gi|1572541125|emb|VDS11189.1| RuBisCO long chain, Form III-b [uncultured Candidatus Woesearchaeota archaeon]",Woesearchaeota,IIIb
448,gi|563911827|ref|WP_023807801.1| ribulose-bisphosphate carboxylase [Mesorhizobium sp. L2C085B000] >gi|563189216|gb|ESZ12301.1| ribulose bisphosphate carboxylase [Mesorhizobium sp. L2C085B000],reference,IV
449,"gi|1572541017|emb|VDS11135.1| RuBisCO long chain, Form III-b [uncultured Candidatus Pacearchaeota archaeon]",Pacearchaeota,IIIb
450,"gi|1572539618|emb|VDD88892.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
451,"gi|1572540231|emb|VDD89189.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
452,"gi|1572540299|emb|VDD89246.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
453,"gi|1572539374|emb|VDD88706.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
454,"gi|1572539492|emb|VDD88791.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
455,"gi|1572541031|emb|VDS11142.1| RuBisCO long chain, Form III-b [uncultured Candidatus Pacearchaeota archaeon]",Pacearchaeota,IIIb
456,"gi|1572541089|emb|VDS11171.1| RuBisCO long chain, Form III-b [uncultured Candidatus Woesearchaeota archaeon]",Woesearchaeota,IIIb
457,gi|295413016|gb|ADG07508.1| Ribulose-bisphosphate carboxylase [Kyrpidia tusciae DSM 2912],reference,I
458,"gi|1572540183|emb|VDD89158.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
459,"gi|1572540137|emb|VDD89123.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
460,"gi|1572540147|emb|VDD89128.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Dojkabacteria,IIIlike
461,"gi|1572539594|emb|VDD88876.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
462,"gi|1572539674|emb|VDD88938.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
463,"gi|1572540035|emb|VDD89052.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
464,"gi|1572539482|emb|VDD88786.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
465,"gi|1572539929|emb|VDD88965.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Gottesmanbacteria,IIIlike
466,"gi|1572539460|emb|VDD88771.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
467,gi|502736740|ref|WP_012971724.1| ribulose bisphosphate carboxylase-like protein [Allochromatium vinosum] >gi|75452435|sp|Q93UZ0.1|RBLL_ALLVD RecName: Full=Ribulose bisphosphate carboxylase-like protein; Short=RuBisCO-like protein >gi|13873324|dbj|BAB44150.1| hypothetical protein [Allochromatium vinosum DSM 180] >gi|288897619|gb|ADC63455.1| Ribulose-bisphosphate carboxylase [Allochromatium vinosum DSM 180],reference,IV
468,"gi|499282207|ref|WP_010975267.1| ribulose-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|16264127|ref|NP_436919.1| ribulose bisphosphate carboxylaseoxygenase, large subunit protein (plasmid) [Sinorhizobium meliloti 1021] >gi|15140252|emb|CAC48779.1| putative ribulose bisphosphate carboxylaseoxygenase, large subunit protein (plasmid) [Sinorhizobium meliloti 1021] >gi|333815897|gb|AEG08564.1| Ribulose-bisphosphate carboxylase (plasmid) [Sinorhizobium meliloti BL225C] >gi|336038122|gb|AEH84052.1| putative ribulose bisphosphate carboxylaseoxygenase, large subunit protein (plasmid) [Sinorhizobium meliloti SM11] >gi|459644334|gb|AGG71379.1| Putative ribulose bisphosphate carboxylaseoxygenase,large subunit (plasmid) [Sinorhizobium meliloti 2011] >gi|675831974|gb|AIM03661.1| ribulose 1,5-bisphosphate carboxylase (plasmid) [Sinorhizobium meliloti] >gi|1091409046|emb|SDW49090.1| ribulose-bisphosphate carboxylase large chain [Sinorhizobium meliloti] >gi|1214616436|gb|ASJ62774.1| ribulose 1,5-bisphosphate carboxylase (plasmid) [Sinorhizobium meliloti] >gi|1226614908|gb|ASP56142.1| ribulose 1,5-bisphosphate carboxylase (plasmid) [Sinorhizobium meliloti] >gi|1226620724|gb|ASP61958.1| ribulose 1,5-bisphosphate carboxylase (plasmid) [Sinorhizobium meliloti] >gi|1226644517|gb|ASP76065.1| ribulose 1,5-bisphosphate carboxylase (plasmid) [Sinorhizobium meliloti] >gi|1226749930|gb|ASP99535.1| ribulose 1,5-bisphosphate carboxylase (plasmid) [Sinorhizobium meliloti] >gi|1226765589|gb|ASQ07236.1| ribulose 1,5-bisphosphate carboxylase (plasmid) [Sinorhizobium meliloti] >gi|1226774182|gb|ASQ14761.1| ribulose 1,5-bisphosphate carboxylase (plasmid) [Sinorhizobium meliloti] >gi|1242575721|gb|ATA96516.1| ribulose 1,5-bisphosphate carboxylase (plasmid) [Sinorhizobium meliloti] >gi|1242581276|gb|ATB02069.1| ribulose 1,5-bisphosphate carboxylase (plasmid) [Sinorhizobium meliloti] >gi|1374014728|gb|PTD24709.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1497564833|gb|RMC64419.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549249549|gb|RVE86152.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549261549|gb|RVE97642.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549267195|gb|RVG02875.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549280580|gb|RVG15697.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549283822|gb|RVG18804.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549286443|gb|RVG21209.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549302505|gb|RVG36616.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549306516|gb|RVG40471.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549316188|gb|RVG49523.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549328335|gb|RVG60968.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549356314|gb|RVG87668.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549386126|gb|RVH16159.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549390842|gb|RVH20600.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549419752|gb|RVH48200.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549424308|gb|RVH52442.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549447907|gb|RVH74697.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549485170|gb|RVI09023.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549508677|gb|RVI30590.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549511152|gb|RVI32957.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549517911|gb|RVI39251.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549529524|gb|RVI49743.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549553207|gb|RVI71841.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549571163|gb|RVI88354.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549615843|gb|RVJ30648.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549690212|gb|RVK01536.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549693206|gb|RVK04309.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549708133|gb|RVK18528.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549709495|gb|RVK19838.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549725668|gb|RVK35193.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549754009|gb|RVK62171.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549765992|gb|RVK73499.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549772990|gb|RVK80255.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549773419|gb|RVK80673.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549792981|gb|RVK99019.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549812543|gb|RVL17442.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549831844|gb|RVL35654.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549832349|gb|RVL36144.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549838093|gb|RVL41449.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549839289|gb|RVL42587.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549853632|gb|RVL56070.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549861009|gb|RVL62952.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549868549|gb|RVL70026.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549905715|gb|RVM04418.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549914661|gb|RVM12930.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549921501|gb|RVM19360.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549957089|gb|RVM52777.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549960810|gb|RVM56291.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549978981|gb|RVM73452.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549979285|gb|RVM73752.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1549995877|gb|RVM89244.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550015804|gb|RVN07753.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550023841|gb|RVN15332.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550030321|gb|RVN21331.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550041032|gb|RVN31379.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550083695|gb|RVN70923.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550110875|gb|RVN95788.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550132404|gb|RVO15339.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550139088|gb|RVO21241.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550145680|gb|RVO27308.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550161839|gb|RVO42321.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550176885|gb|RVO55992.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550179770|gb|RVO58735.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550183512|gb|RVO62231.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550195127|gb|RVO71356.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550230319|gb|RVP03037.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550237142|gb|RVP09416.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550256029|gb|RVP26862.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550263005|gb|RVP33441.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550270017|gb|RVP40027.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550278806|gb|RVP48283.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550294650|gb|RVP63423.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550325607|gb|RVP92399.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550342349|gb|RVQ08048.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550374737|gb|RVQ38796.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550419820|gb|RVQ82168.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti] >gi|1550436271|gb|RVQ97749.1| ribulose 1,5-bisphosphate carboxylase [Sinorhizobium meliloti]",reference,IV
469,"gi|1572540007|emb|VDD89032.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
470,"gi|1572540157|emb|VDD89141.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
471,gi|1277787165|gb|PIU03070.1| ribulose-bisphosphate carboxylase large subunit [Candidatus Diapherotrites archaeon CG09_land_8_20_14_0_10_32_12],Diapherotrites,IIIb
472,"gi|1572539967|emb|VDD88998.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
473,"gi|499775450|ref|WP_011456184.1| ribulose-bisphosphate carboxylase [Jannaschia sp. CCS1] >gi|88865103|gb|ABD55980.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Jannaschia sp. CCS1]",reference,IV
474,"gi|1572539632|emb|VDD88902.1| RuBisCO long chain, Form IV [uncultured bacterium]",Parcubacteria,IV
475,"gi|1572539464|emb|VDD88773.1| RuBisCO long chain, Form IV [uncultured bacterium]",Parcubacteria,IV
476,"gi|1572540145|emb|VDD89127.1| RuBisCO long chain, Form IV [uncultured bacterium]",Parcubacteria,IV
477,"gi|501487236|ref|WP_012495725.1| ribulose-bisphosphate carboxylase [Rhodopseudomonas palustris] >gi|192284595|gb|ACF00976.1| RuBisCO-like protein [Rhodopseudomonas palustris TIE-1] >gi|1159067964|gb|OPF90552.1| ribulose 1,5-bisphosphate carboxylase [Rhodopseudomonas palustris] >gi|1347339464|gb|PPQ42977.1| ribulose 1,5-bisphosphate carboxylase [Rhodopseudomonas palustris] >gi|1481285647|gb|RJF61766.1| ribulose 1,5-bisphosphate carboxylase [Rhodopseudomonas palustris]",reference,IV
478,"TARA_039.SAMEA2620106.270.0.1-0.22_593_13 /annotation=Ribulose bisphosphate carboxylase, type III /domain=Archaea /phylum=Pacearchaeota",Pacearchaeota,IIIb
479,TARA_039.SAMEA2620106.270.0.1-0.22_378_10 /annotation=ribulose bisphosphate carboxylase type III/ngenes=86,Nanoarchaeota,IIIb
480,"gi|445936334|ref|WP_000014189.1| MULTISPECIES: 2,3-diketo-5-methylthiopentyl-1-phosphate enolase [Bacillus cereus group] >gi|81174941|sp|Q635P3.1|MTNW_BACCZ RecName: Full=2,3-diketo-5-methylthiopentyl-1-phosphate enolase; Short=DK-MTP-1-P enolase; AltName: Full=RuBisCO-like protein; Short=RLP >gi|51974924|gb|AAU16474.1| ribulose-bisphosphate carboxylase (ribulose 1,5-bisphosphate carboxylase, large subunit) [Bacillus cereus E33L] >gi|228690244|gb|EEL44037.1| 2,3-diketo-5-methylthiopentyl-1-phosphate enolase [Bacillus cereus Rock3-42] >gi|753731587|gb|AJI27351.1| 2,3-diketo-5-methylthiopentyl-1-phosphate enolase [Bacillus cereus E33L] >gi|1103834822|gb|OJD88920.1| 2,3-diketo-5-methylthiopentyl-1-phosphate enolase [Bacillus anthracis] >gi|1453207809|gb|AXO99931.1| 2,3-diketo-5-methylthiopentyl-1-phosphate enolase [Bacillus anthracis]",reference,IV
481,"gi|499639867|ref|WP_011320601.1| form I ribulose bisphosphate carboxylase large subunit [Trichormus variabilis] >gi|115502588|sp|Q3M674.1|RBL_ANAVT RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|75703836|gb|ABA23512.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Trichormus variabilis ATCC 29413]",reference,I
482,gi|500302457|ref|WP_011925328.1| Ribulose bisphosphate carboxylase large chain 2 [Bradyrhizobium sp. ORS 278] >gi|158514297|sp|A4YQD3.1|RBL1B_BRASO RecName: Full=Ribulose bisphosphate carboxylase large chain 2; Short=RuBisCO large subunit 2 >gi|146192104|emb|CAL76109.1| Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) [Bradyrhizobium sp. ORS 278],reference,I
483,"gi|166078534|gb|ABY81245.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Palisada perforata]",reference,I
484,"gi|7546555|pdb|1EJ7|L Chain L, Crystal Structure Of Unactivated Tobacco Rubisco With Bound Phosphate Ions",reference,I
485,gi|494362704|ref|WP_007195596.1| form I ribulose bisphosphate carboxylase large subunit [Thiocapsa marina] >gi|343798036|gb|EGV16001.1| Ribulose bisphosphate carboxylase large chain [Thiocapsa marina 5811],reference,I
486,"gi|736672|gb|AAA98748.1| ribulose 1,5-bisphosphate carboxylase [Lingulodinium polyedra]",reference,II
487,gi|502793187|ref|WP_013028163.1| ribulose-bisphosphate carboxylase [Sideroxydans lithotrophicus] >gi|291582606|gb|ADE10264.1| Ribulose-bisphosphate carboxylase [Sideroxydans lithotrophicus ES-1],reference,II
488,"gi|37087672|sp|O58677.1|RBL_PYRHO RecName: Full=Ribulose bisphosphate carboxylase; Short=RuBisCO >gi|85544442|pdb|2CWX|A Chain A, Crystal Structure Of Octameric Ribulose-1,5-bisphosphate Carboxylase/oxygenase (rubisco) From Pyrococcus Horikoshii Ot3 (form- 1 Crystal) >gi|85544443|pdb|2CWX|E Chain E, Crystal Structure Of Octameric Ribulose-1,5-bisphosphate Carboxylase/oxygenase (rubisco) From Pyrococcus Horikoshii Ot3 (form- 1 Crystal) >gi|85544481|pdb|2CXE|A Chain A, Crystal Structure Of Octameric Ribulose-1,5-bisphosphate Carboxylase/oxygenase (rubisco) From Pyrococcus Horikoshii Ot3 (form- 2 Crystal) >gi|85544482|pdb|2CXE|B Chain B, Crystal Structure Of Octameric Ribulose-1,5-bisphosphate Carboxylase/oxygenase (rubisco) From Pyrococcus Horikoshii Ot3 (form- 2 Crystal) >gi|85544483|pdb|2CXE|C Chain C, Crystal Structure Of Octameric Ribulose-1,5-bisphosphate Carboxylase/oxygenase (rubisco) From Pyrococcus Horikoshii Ot3 (form- 2 Crystal) >gi|85544484|pdb|2CXE|D Chain D, Crystal Structure Of Octameric Ribulose-1,5-bisphosphate Carboxylase/oxygenase (rubisco) From Pyrococcus Horikoshii Ot3 (form- 2 Crystal) >gi|109157440|pdb|2D69|A Chain A, Crystal Structure Of The Complex Of Sulfate Ion And Octameric Ribulose-1,5-Bisphosphate CarboxylaseOXYGENASE (RUBISCO) FROM Pyrococcus Horikoshii Ot3 (Form-2 Crystal) >gi|109157441|pdb|2D69|B Chain B, Crystal Structure Of The Complex Of Sulfate Ion And Octameric Ribulose-1,5-Bisphosphate CarboxylaseOXYGENASE (RUBISCO) FROM Pyrococcus Horikoshii Ot3 (Form-2 Crystal) >gi|109157442|pdb|2D69|D Chain D, Crystal Structure Of The Complex Of Sulfate Ion And Octameric Ribulose-1,5-Bisphosphate CarboxylaseOXYGENASE (RUBISCO) FROM Pyrococcus Horikoshii Ot3 (Form-2 Crystal) >gi|109157443|pdb|2D69|E Chain E, Crystal Structure Of The Complex Of Sulfate Ion And Octameric Ribulose-1,5-Bisphosphate CarboxylaseOXYGENASE (RUBISCO) FROM Pyrococcus Horikoshii Ot3 (Form-2 Crystal) >gi|3257353|dbj|BAA30036.1| 430aa long hypothetical ribulose 1,5-bisphosphate carboxylase large subunit [Pyrococcus horikoshii OT3]",reference,IIIb
489,gi|492957519|ref|WP_006065604.1| type III ribulose-bisphosphate carboxylase [Natronorubrum bangense] >gi|445595674|gb|ELY49778.1| ribulose bisophosphate carboxylase [Natronorubrum bangense JCM 10635],reference,IIIb
490,gi|493702239|ref|WP_006651990.1| type III ribulose-bisphosphate carboxylase [Natrialba hulunbeirensis] >gi|445641153|gb|ELY94236.1| ribulose bisophosphate carboxylase [Natrialba hulunbeirensis JCM 10989],reference,IIIb
491,gi|495367766|ref|WP_008092479.1| MULTISPECIES: type III ribulose-bisphosphate carboxylase [Haloferax] >gi|445721631|gb|ELZ73299.1| ribulose bisophosphate carboxylase [Haloferax prahovense DSM 18310] >gi|1446238532|gb|RDZ46019.1| type III ribulose-bisphosphate carboxylase [Haloferax sp. Atlit-19N],reference,IIIb
